Symbol,Description,Analyst Rating,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Exchange,Sector,Industry
RMR,The RMR Group Inc.,Neutral,22.01,USD,-0.6320541760722214,89757,0.7851162318759447,700921665.9999999,USD,16.20885190367479,1.3579,USD,-60.40415232985361,7.95093,NASDAQ,Finance,Financial conglomerates
DMRC,Digimarc Corporation,Buy,32.67,USD,4.144086707044949,140194,0.7291577815179198,700830434,USD,,-1.9528,USD,17.980595573102605,0,NASDAQ,Technology services,Information technology services
LIND,Lindblad Expeditions Holdings Inc.,Buy,12.85,USD,0.6264682850430703,181466,0.6265219308224719,700374677,USD,,-0.772,USD,25.01214181641574,0,NASDAQ,Consumer services,Other consumer services
MNARF,Morguard North American Residential Real Estate Investment Trust,Strong buy,13.02,USD,2.3584905660377276,400,0.11843079200592153,700132129.86691,USD,13.043988808498044,0.99816093,USD,,4.0503,OTC,Finance,Real estate investment trusts
MOFG,"MidWestOne Financial Group, Inc.",Buy,33.7,USD,2.9007633587786343,135167,2.053058391266904,700114803,USD,,-4.6634,USD,-314.46835908756435,2.87834,NASDAQ,Finance,Regional banks
CAC,Camden National Corporation,Neutral,47.96,USD,2.577264463693719,44630,0.9573678497728316,699123365,USD,14.996873045653533,3.198,USD,-6.9022735873773655,3.50292,NASDAQ,Finance,Major banks
NTGR,"NETGEAR, Inc.",Neutral,24.3,USD,1.6311166875784215,344048,0.872641754698609,699105242,USD,37.83278841662774,0.6423,USD,,0,NASDAQ,Technology services,Information technology services
BSRTF,Bsr Real Estate Invt Tr,Strong buy,13.015,USD,0.17317683278815357,10797,0.6031742484762825,698887217.27821,USD,,-2.75532621,USD,-0.841648829049216,3.93748,OTC,Finance,Real estate investment trusts
MAGN,Magnera Corporation,,19.73,USD,3.0825496342737715,1545454,1.078566654960619,697282196,USD,,-19.1061,USD,36.85937685891419,0,NYSE,Process industries,Textiles
CAOEF,"Canon Electronics, Inc.",,17,USD,-1.1052937754508507,200,,694636611.9411293,USD,13.289003718388317,1.2792531599999997,USD,2.4222811498287933,2.60312,OTC,Electronic technology,Electronic production equipment
DAKT,"Daktronics, Inc.",Strong buy,14.88,USD,3.765690376569044,312083,0.6955125076497172,694135113,USD,72.72727272727273,0.2046,USD,-69.76950354609929,0,NASDAQ,Producer manufacturing,Miscellaneous manufacturing
RA,Brookfield Real Assets Income Fund Inc.,,13.42,USD,0.9781790820165597,294740,1.137180445311436,693916000,USD,9.617314031818834,1.3954,USD,,12.3621,NYSE,Miscellaneous,Investment trusts/Mutual funds
PPTA,Perpetua Resources Corp.,Strong buy,9.88,USD,0.8163265306122455,389447,0.6462598862593749,693241750,USD,,-0.2182,USD,45.73489181795573,0,NASDAQ,Non-energy minerals,Precious metals
ADSE,ADS-TEC ENERGY PLC,Neutral,13.7,USD,0.1461988304093536,50373,0.8091957198874873,693011238.0000001,USD,,-1.5456,USD,,0,NASDAQ,Producer manufacturing,Electrical products
ADPT,Adaptive Biotechnologies Corporation,Buy,4.69,USD,7.3226544622425696,2328900,1.6172877357589757,692147783.9999999,USD,,-1.336,USD,1.8585175934768148,0,NASDAQ,Health technology,Biotechnology
LAREF,LAR Espana Real Estate SA,Sell,8.6014,USD,15.455033557046976,51000,20.847810979847115,690676394.00312,USD,28.009368872401044,0.30709010400000003,USD,-66.41933206544275,7.82868,OTC,Finance,Real estate investment trusts
HZO,"MarineMax, Inc. (FL)",Strong buy,30.56,USD,2.8609895658027527,178432,1.1477487189845017,690489877,USD,18.50999394306481,1.651,USD,-66.24619221883754,0,NYSE,Retail trade,Specialty stores
BFLY,"Butterfly Network, Inc.",Strong buy,3.24,USD,-1.5197568389057698,3342872,0.9569369608024129,690321056,USD,,-0.4708,USD,22.271751692256895,0,NYSE,Health technology,Medical specialties
AMRK,"A-Mark Precious Metals, Inc.",Buy,29.74,USD,-0.5683717820127104,231847,0.5626835388968978,689493914.0000001,USD,12.6166638384524,2.3572,USD,-55.42444356195987,2.68998,NASDAQ,Finance,Investment banks/Brokers
SEDG,"SolarEdge Technologies, Inc.",Neutral,11.88,USD,10.717614165890032,5497232,0.833086464027126,688447602,USD,,-29.0486,USD,-895.7212513011559,0,NASDAQ,Producer manufacturing,Electrical products
EZPW,"EZCORP, Inc.",Buy,12.6,USD,4.21836228287841,1526015,2.800315261751666,686264671,USD,11.424426511923112,1.1029,USD,154.2415859843246,0,NASDAQ,Finance,Finance/Rental/Leasing
BIOA,"BioAge Labs, Inc.",Strong buy,19.14,USD,3.796095444685462,184302,0.8942948200366448,685540901.76,USD,,,,,0,NASDAQ,Health technology,Biotechnology
NR,"Newpark Resources, Inc.",Strong buy,7.92,USD,1.9305019305019353,672784,0.8882406185935046,685058616.0000001,USD,19.09814323607427,0.4147,USD,56.60876132930516,0,NYSE,Industrial services,Contract drilling
WRLD,World Acceptance Corporation,Neutral,119.1,USD,1.3013523858127085,17983,0.9889408879185663,684773993,USD,8.20146262859976,14.5218,USD,54.06601101244469,0,NASDAQ,Finance,Finance/Rental/Leasing
RBBN,Ribbon Communications Inc.,Strong buy,3.9,USD,0,326494,1.0291275233788029,683996378.0000001,USD,,-0.3088,USD,1.4677728142948285,0,NASDAQ,Technology services,Packaged software
VREX,Varex Imaging Corporation,Strong buy,16.64,USD,0.7874015748031435,1217761,1.5268564444420483,683903950,USD,,-1.1669,USD,-217.8925035360679,0,NASDAQ,Health technology,Medical specialties
ADTN,"ADTRAN Holdings, Inc.",Buy,8.62,USD,5.637254901960772,1253381,1.414842708398123,683617050.9999999,USD,,-6.546,USD,-354.86762559933294,0,NASDAQ,Electronic technology,Computer peripherals
DRMTY,DR MARTENS PLC,,1.38,USD,-8.000000000000007,3200,4.433361041839845,683367628.5127999,USD,7.827566647759499,0.1763,USD,-64.0204081632653,3.95195,OTC,Consumer non-durables,Apparel/Footwear
NXP,Nuveen Select Tax Free Income Portfolio,,14.56,USD,-0.8174386920980874,119997,1.8314476582066932,681634000,USD,22.06060606060606,0.66,USD,,3.99725,NYSE,Miscellaneous,Investment trusts/Mutual funds
BTBT,"Bit Digital, Inc.",Strong buy,4.44,USD,11.278195488721808,23167748,0.8420195284653889,681581606.9999999,USD,71.84466019417476,0.0618,USD,,0,NASDAQ,Commercial services,Miscellaneous commercial services
TOLWF,Trican Well Service Ltd.,Buy,3.573,USD,3.475238922675937,3750,0.6484972157852869,681271235.0094568,USD,9.144287762674177,0.390735735,USD,1.6894295346553032,3.52113,OTC,Producer manufacturing,Industrial machinery
AACT,Ares Acquisition Corporation II,,10.9,USD,-0.09165902841429685,75446,0.1990679064676885,681249976,USD,25.33116430397397,0.4303,USD,,0,NYSE,Finance,Financial conglomerates
AACT.U,Ares Acquisition Corporation II,,11.0899,USD,1.4629460201280913,3211,0.5631061150763726,681249976,USD,,,,,0,NYSE,Finance,Financial conglomerates
SHIHF,SHENZHEN INVT HLDGS BAY AREA DEV CO LTD.,,0.221,USD,5.2380952380952435,200,0.48042277203939465,681053502.5595629,USD,8.669895947910325,0.025490501999999998,USD,41.21282419864825,11.6101,OTC,Industrial services,Engineering & construction
YALA,Yalla Group Limited,Buy,4.28,USD,1.1820330969267097,539661,1.7507733384375563,679957855,USD,5.831062670299728,0.734,USD,29.088990502989798,0,NYSE,Technology services,Internet software/Services
OSPN,OneSpan Inc.,Buy,17.88,USD,1.188455008488949,270993,0.6924821834552789,679280023,USD,24.201407688142933,0.7388,USD,,0,NASDAQ,Technology services,Information technology services
PLPC,Preformed Line Products Company,,138.52,USD,1.7033773861967854,19779,1.7423668493102415,678415069,USD,20.790994371482178,6.6625,USD,-54.58511414217841,0.577534,NASDAQ,Producer manufacturing,Building products
SHGKY,Sun Hung Kai & Co. Ltd.,Strong buy,1.58,USD,-3.6585365853658436,488,1.9488817891373802,678297164.986,USD,,-0.0354,USD,61.18421052631579,7.68206,OTC,Finance,Finance/Rental/Leasing
MCS,Marcus Corporation (The),Strong buy,22.03,USD,0.9624197983501414,203702,0.790279310752853,678162105,USD,,-0.3235,USD,-1378.6561264822135,1.27099,NYSE,Consumer services,Movies/Entertainment
ANAB,"AnaptysBio, Inc.",Strong buy,22.27,USD,5.196032120925828,280307,0.6355739760836968,677646768.9999999,USD,,-6.0697,USD,-12.123619167251633,0,NASDAQ,Health technology,Biotechnology
VLXGF,Volex Group Plc.,Strong buy,3.75,USD,-10.820451843043996,100,0.0258631837579206,677263408.1125827,USD,14.940689050235937,0.25099244,USD,62.26812414984454,1.39073,OTC,Producer manufacturing,Electrical products
DH,Definitive Healthcare Corp.,Neutral,4.37,USD,2.8235294117647083,613188,1.1627297986439482,676983925,USD,,-3.108,USD,-92.07712749521043,0,NASDAQ,Technology services,Packaged software
EVER,"EverQuote, Inc.",Buy,19.15,USD,-1.0847107438016572,383425,0.6787637109207446,676980535,USD,54.480796586059746,0.3515,USD,,0,NASDAQ,Technology services,Internet software/Services
RCAT,"Red Cat Holdings, Inc.",Strong buy,8.97,USD,22.876712328767134,17752667,2.815035639022857,676924801,USD,,-0.4626,USD,13.354560779172134,0,NASDAQ,Technology services,Packaged software
ORIC,"Oric Pharmaceuticals, Inc.",Strong buy,9.59,USD,5.1535087719298325,285786,0.6590010042302189,676737115.0000001,USD,,-1.8087,USD,9.397385162550718,0,NASDAQ,Health technology,Pharmaceuticals: major
CTLP,"Cantaloupe, Inc.",Strong buy,9.27,USD,2.9999999999999956,587455,1.308480763079796,676581881,USD,52.85062713797035,0.1754,USD,20.63273727647868,0,NASDAQ,Finance,Regional banks
CTLPP,"Cantaloupe, Inc.",,38.6,USD,-1.025641025641022,412,0.8790270962235972,676581881,USD,220.0684150513113,0.1754,USD,20.63273727647868,0,OTC,Finance,Regional banks
HUYA,HUYA Inc.,Buy,2.99,USD,-0.993377483443702,1963018,1.2498101903991647,675267591,USD,,-0.0845,USD,67.13341112407622,0,NYSE,Commercial services,Miscellaneous commercial services
IRMD,iRadimed Corporation,Strong buy,53.23,USD,0,42801,0.9937035953584912,674607255,USD,36.45640709540442,1.4601,USD,13.564595162168459,0.845388,NASDAQ,Health technology,Medical specialties
VEL,"Velocity Financial, Inc.",Buy,20.37,USD,0.39428289797930927,22635,0.48207268893692695,674549426,USD,11.22190392243279,1.8152,USD,45.5770310369717,0,NYSE,Finance,Finance/Rental/Leasing
HDIUF,ADENTRA Inc.,Strong buy,26.96,USD,-1.8922852983988339,900,1.249305941143809,674509774.2329996,USD,13.307286294786113,2.025957765,USD,14.855654754573589,1.47601,OTC,Distribution services,Wholesale distributors
YUGVF,Yougov Plc,Buy,5.72,USD,-2.555366269165253,1000,0.3863092018851889,673963498.1768707,USD,,-0.02661192,USD,-114.34241459037334,1.98413,OTC,Commercial services,Miscellaneous commercial services
DOCMF,DR MARTENS PLC,Neutral,0.7,USD,-2.7777777777777803,12950,0.47522586990187227,673884722.6950355,USD,7.899477122324306,0.08861345999999999,USD,-62.65971765342617,4.52128,OTC,Consumer non-durables,Apparel/Footwear
SBC,SBC Medical Group Holdings Incorporated,,6.54,USD,0.6153846153846159,59249,0.8888718862704857,673756113.0000001,USD,,-0.128,USD,-260,0,NASDAQ,Commercial services,Miscellaneous commercial services
BOE,Blackrock Enhanced Global Dividend Trust,,11.23,USD,-0.08896797153024721,123848,0.8228567176356624,673662000,USD,8.716913762322442,1.2883,USD,,6.73197,NYSE,Miscellaneous,Investment trusts/Mutual funds
RWWI,"Rand Worldwide, Inc.",,20,USD,0,3202,0.18580522366840557,671869634.4827586,USD,13.658403332650414,1.4643,USD,12.155330882352928,0,OTC,Technology services,Packaged software
PXGYF,Pax Global Technology Ltd,Strong buy,0.63035,USD,4.813767874958417,1000,0.026486979001123047,669245121.847469,USD,5.605664852705475,0.112448749,USD,-22.17236207051921,9.67078,OTC,Electronic technology,Computer processing hardware
HTBK,Heritage Commerce Corp,Buy,10.91,USD,1.8674136321195078,425769,1.3960394578723112,668819731.0000001,USD,15.510378163207278,0.7034,USD,-40.01364489169367,4.76627,NASDAQ,Finance,Regional banks
PCN,Pimco Corporate & Income Strategy Fund,,14.01,USD,0.28632784538295736,182367,0.9293239473654707,668703000,USD,10.328050129008478,1.3565,USD,83.85741393331526,9.63597,NYSE,Miscellaneous,Investment trusts/Mutual funds
AMPS,"Altus Power, Inc.",Strong buy,4.17,USD,2.709359605911338,593012,0.4160593410693547,667198040,USD,19.706994328922494,0.2116,USD,-60.551826994780015,0,NYSE,Utilities,Alternative power generation
HYLN,Hyliion Holdings Corp.,Neutral,3.84,USD,3.5040431266846332,3868712,1.9842152618900089,667140219,USD,,-0.3736,USD,45.47577349678926,0,AMEX,Producer manufacturing,Auto parts: OEM
PTLKF,PT Lippo Karawaci TBK,Strong buy,0.0094,USD,0,10000,0.24809401770895095,665794289.062543,USD,0.5614145333690823,0.0167434212,USD,80928.96992281076,0,OTC,Finance,Real estate development
ABUS,Arbutus Biopharma Corporation,Strong buy,3.51,USD,1.445086705202307,717354,0.7447368571314188,665115809,USD,,-0.426,USD,8.603304012014593,0,NASDAQ,Health technology,Pharmaceuticals: major
SSYS,"Stratasys, Ltd.",Buy,9.44,USD,0.5324813631522783,427047,0.4178044551837614,664953592.9999999,USD,,-1.3241,USD,17.82411717246943,0,NASDAQ,Electronic technology,Computer peripherals
VMO,Invesco Municipal Opportunity Trust,,9.85,USD,-0.20263424518743237,240153,0.9963044060871925,664291000,USD,10.214663486466867,0.9643,USD,,5.19289,NYSE,Miscellaneous,Investment trusts/Mutual funds
IMXI,"International Money Express, Inc.",Buy,21.32,USD,0.5660377358490614,185407,0.3821768830879716,663023371,USD,11.840497611907143,1.8006,USD,20.85374857372978,0,NASDAQ,Commercial services,Miscellaneous commercial services
BH.A,Biglari Holdings Inc.,,1049.89,USD,0.9509615384615481,71,0.09987339991559994,662960688.8574044,USD,12.737086274290956,82.4278,USD,151.2108301180659,0,NYSE,Consumer services,Restaurants
CCBG,Capital City Bank Group,Buy,39.12,USD,1.7689906347554625,26668,0.8198323936474364,662867551.9999999,USD,12.883678039783954,3.0364,USD,-3.9205138752650033,2.1728,NASDAQ,Finance,Regional banks
INNV,InnovAge Holding Corp.,Neutral,4.89,USD,5.615550755939521,64192,1.730098024154316,662376135.0000001,USD,,-0.1175,USD,57.94559770937724,0,NASDAQ,Technology services,Packaged software
AUKUF,AMS-OSRAM AG,Neutral,7.45,USD,-7.453416149068329,100,0.19176190841451254,662186428.0143709,USD,,-9.202069924,USD,75.062194246925,0,OTC,Electronic technology,Semiconductors
FFWM,First Foundation Inc.,Neutral,8.03,USD,3.479381443298964,563788,1.2430556183319108,661231012,USD,,-1.1129,USD,65.91632978071789,0.622665,NYSE,Finance,Regional banks
DNTH,"Dianthus Therapeutics, Inc.",Strong buy,22.34,USD,10.212136161815492,283433,0.5955289263300506,661196220.0000001,USD,,-2.4982,USD,85.85783106612548,0,NASDAQ,Health technology,Biotechnology
GZTGF,G CITY LTD.,Buy,3.65,USD,11.963190184049084,1200,1.9831432821021318,660718679.6405228,USD,,-0.708863729,USD,69.62490859266035,0.653595,OTC,Finance,Real estate development
HTBI,"HomeTrust Bancshares, Inc.",Buy,37.68,USD,0.6410256410256464,58071,1.1862409046897278,660527484.9999999,USD,11.896568054810091,3.1673,USD,23.250836640983742,1.16773,NASDAQ,Finance,Regional banks
MTUS,Metallus Inc.,Neutral,15.54,USD,3.2558139534883614,436330,1.1925533810649867,660361848,USD,30.422866092404067,0.5108,USD,-24.70518867924528,0,NYSE,Non-energy minerals,Steel
EVTZF,Evertz Technologies Ltd.,Strong buy,8.68,USD,0,323,0.5908176330711542,659212717.4477123,USD,14.315024888171534,0.6063559140000001,USD,-7.165538849070889,6.37255,OTC,Electronic technology,Electronic production equipment
GOTU,Gaotu Techedu Inc.,Buy,2.55,USD,-2.2988505747126458,765046,0.4855206457937497,659061824,USD,,-0.3289,USD,-445.8464773922188,0,NYSE,Commercial services,Miscellaneous commercial services
ELTP,"Elite Pharmaceuticals, Inc.",,0.6168,USD,-0.14570179698883146,1663376,0.5496178343086157,658910841,USD,,-0.0059,USD,-134.5029239766082,0,OTC,Health technology,Pharmaceuticals: generic
CHTH,CNL Healthcare Pptys Inc.,,3.75,USD,34.843581445523185,20742,2.3407929038155535,657277679,USD,,-0.1067,USD,18.049155145929344,0,OTC,Finance,Real estate investment trusts
NEXN,Nexxen International Ltd. - American Depository Shares,Buy,9.97,USD,0.6054490413723561,226707,0.724133701553693,656626972.4027998,USD,53.1449893390192,0.1876,USD,,0,NASDAQ,Commercial services,Advertising/Marketing services
QBTS,D-Wave Quantum Inc.,Strong buy,2.93,USD,48.73096446700509,84758657,4.551845186220436,656363460,USD,,-0.4241,USD,35.36046334400245,0,NYSE,Electronic technology,Computer processing hardware
OPFI,OppFi Inc.,Strong buy,7.61,USD,5.401662049861504,471088,0.7845494937436789,656090256.9999999,USD,47.35532047293093,0.1607,USD,155.0793650793651,0,NYSE,Finance,Finance/Rental/Leasing
NCMI,"National CineMedia, Inc.",Buy,6.88,USD,1.0279001468428823,435838,1.0529787180582422,653015742,USD,,-0.2415,USD,-100.75773026057763,0,NASDAQ,Commercial services,Advertising/Marketing services
TTTPF,Nexxen International Ltd.,Buy,4.9,USD,22.500000000000007,2000,1.9801980198019802,652140247.4999999,USD,50.75309303849861,0.09654584,USD,,0,OTC,Commercial services,Advertising/Marketing services
AOIFF,Africa Oil Corp.,Strong buy,1.47,USD,-0.33898305084746544,72453,0.3970360254859722,651231512.42029,USD,,-0.843329955,USD,-6372.729271768989,3.26585,OTC,Energy minerals,Integrated oil
TMOAY,Tomtom NV,Buy,2.65,USD,-7.986111111111111,14605,5.707307542008597,651066399.47636,USD,,-0.0991,USD,-33.1989247311828,0,OTC,Technology services,Packaged software
FAX,"abrdn Asia-Pacific Income Fund, Inc.",,15.77,USD,0.44585987261146676,93611,0.44941268759934755,651027000,USD,235.72496263079222,0.0669,USD,,4.70831,AMEX,Miscellaneous,Investment trusts/Mutual funds
SUSRF,Surgical Science Sweden AB,Strong buy,12.75,USD,1.755786113328018,3000,1.0793308148947653,650584506.5041068,USD,34.335868891379626,0.3713318,USD,-17.889353781533725,0,OTC,Health technology,Medical specialties
NNCSF,Nanosonics Ltd.,Neutral,2.142,USD,6.567164179104484,200,0.1001151324022626,649998692.7242775,USD,76.5076507650765,0.0279972,USD,229.87378944830868,0,OTC,Health technology,Medical specialties
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",,4.21,USD,0.47732696897373683,318448,0.46648371464289057,649590000,USD,8.565615462868768,0.4915,USD,,8.55107,AMEX,Miscellaneous,Investment trusts/Mutual funds
ACIC,American Coastal Insurance Corporation,Buy,13.46,USD,1.0510510510510553,133188,0.7154559938804737,648838762,USD,7.645120981483585,1.7606,USD,,0,NASDAQ,Finance,Property/Casualty insurance
NBR,Nabors Industries Ltd.,Neutral,77.3,USD,2.479119713641774,334594,0.916917960404657,648288077.0000001,USD,,-17.5672,USD,-70.12424826410745,0,NYSE,Industrial services,Contract drilling
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Buy,22.88,USD,1.283753873395304,108954,0.9898304222455199,647188877,USD,9.296278238257761,2.4612,USD,5.0268840146795215,2.7972,NYSE,Finance,Property/Casualty insurance
SPFI,"South Plains Financial, Inc.",Strong buy,39.46,USD,2.9749478079331957,24088,0.5981742870481659,646735889,USD,15.391216163507293,2.5638,USD,-31.121379829133307,1.41916,NASDAQ,Finance,Regional banks
WRDEF,Wereldhave NV,Buy,15,USD,-3.225806451612903,100,0.32786885245901637,646697827.03428,USD,6.040386974443808,2.4832846080000004,USD,,8.49858,OTC,Finance,Real estate investment trusts
PBT,Permian Basin Royalty Trust,,13.86,USD,0.726744186046509,190872,0.9482598444208407,645997885,USD,17.81720015426147,0.7779,USD,25.205214872042504,5.61246,NYSE,Miscellaneous,Investment trusts/Mutual funds
BRCC,BRC Inc.,Buy,3.02,USD,3.0716723549488005,750872,0.9193696579312884,644579519,USD,,-0.0758,USD,74.84234981745769,0,NYSE,Consumer non-durables,Food: specialty/candy
CLMB,"Climb Global Solutions, Inc.",Strong buy,139.88,USD,2.438667154888307,29239,0.7796567686334741,644397817.0000001,USD,37.90272320823736,3.6905,USD,39.802257746799,0.486131,NASDAQ,Distribution services,Electronics distributors
HBIA,Hills Bancorporation,,71.75,USD,1.341807909604524,4216,3.02917085788188,644302157.9146084,USD,14.988197447306304,4.7871,USD,1.7882202849245032,1.55258,OTC,Finance,Regional banks
SCGX,Saxon Capital Group Inc.,,14,USD,0.21474588403721803,100,0.6246096189881324,644042510.5882354,USD,,-0.0183,USD,16.05504587155963,0,OTC,Finance,Financial conglomerates
OTCM,OTC Markets Group Inc.,,53.57,USD,0.13084112149532762,9587,1.8647397494748308,641507305.9999999,USD,23.89277909103073,2.2421,USD,-7.074767904509269,1.34404,OTC,Finance,Investment banks/Brokers
IFN,"India Fund, Inc. (The)",,17.1,USD,2.028639618138424,207511,0.8270965587034046,641233000,USD,3.2517542358377547,5.2587,USD,,9.87608,NYSE,Miscellaneous,Investment trusts/Mutual funds
LXU,"LSB Industries, Inc.",Buy,8.95,USD,1.5891032917139474,239028,1.021998615546498,641009117,USD,,-0.2175,USD,-117.18552465233883,0,NYSE,Process industries,Chemicals: agricultural
CBOAF,COBRAM ESTATE OLIVES LTD.,Buy,1.53066,USD,,4000,,639847005.7748615,USD,53.77563517475869,0.02846382,USD,,1.69231,OTC,Process industries,Agricultural commodities/Milling
PGC,Peapack-Gladstone Financial Corporation,Strong buy,36.37,USD,1.7058165548098418,476178,3.777205944178535,639577567,USD,20.03415225294701,1.8154,USD,-45.60925188003716,0.549904,NASDAQ,Finance,Regional banks
MNTK,"Montauk Renewables, Inc.",Neutral,4.46,USD,0.6772009029345428,190746,0.6035299410917113,639419635,USD,27.650340979541227,0.1613,USD,42.239858906525576,0,NASDAQ,Process industries,Industrial specialties
PHAT,"Phathom Pharmaceuticals, Inc.",Strong buy,9.34,USD,-1.1640211640211582,1224810,0.4261037930685989,638644743,USD,,-5.6939,USD,-48.60759493670886,0,NASDAQ,Health technology,Pharmaceuticals: major
METCL,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",,25.41,USD,-0.3529411764705877,12485,6.6718324159675095,638462283,USD,36.82608695652174,0.69,USD,-51.996660637261726,4.27946,NASDAQ,Energy minerals,Coal
METCB,"Ramaco Resources, Inc.",,10.12,USD,2.636916835699795,54802,1.7934939128158136,638462282.9999999,USD,14.666666666666666,0.69,USD,-46.623346484103045,9.41206,NASDAQ,Energy minerals,Coal
METC,"Ramaco Resources, Inc.",Strong buy,12.56,USD,-4.450361354127037,577866,1.0628779218677147,638462282.9999999,USD,18.20289855072464,0.69,USD,-51.996660637261726,4.27946,NASDAQ,Energy minerals,Coal
WASH,"Washington Trust Bancorp, Inc.",Neutral,37.41,USD,2.2131147540983473,174160,1.464646974329993,638396244,USD,14.01543533643039,2.6692,USD,-11.404673393520975,5.9877,NASDAQ,Finance,Regional banks
KIDS,OrthoPediatrics Corp.,Strong buy,26.34,USD,-0.4911220249338837,87002,0.3673656728738778,637847725,USD,,-1.2382,USD,-27.16442436068604,0,NASDAQ,Health technology,Medical specialties
RGR,"Sturm, Ruger & Company, Inc.",Strong buy,37.97,USD,1.1723954169997275,140063,0.9292742315373235,637547642,USD,21.984830061953563,1.7271,USD,-45.85893416927899,1.97524,NYSE,Consumer durables,Recreational products
ESQ,"Esquire Financial Holdings, Inc.",Buy,76.5,USD,3.3783783783783785,24719,1.0496346087702388,636579999,USD,15.4258751411518,4.9592,USD,2.517881506594459,0.751634,NASDAQ,Finance,Major banks
EXTO,Almacenes Exito S.A.,Strong buy,3.82,USD,0.5263157894736847,100741,2.595862225348701,636213119.0185441,USD,99.47916666666667,0.0384,USD,,0,NYSE,Retail trade,Food retail
OPAL,OPAL Fuels Inc.,Buy,3.68,USD,-0.540540540540541,46310,0.7721589270142244,636008939,USD,21.076746849942726,0.1746,USD,-77.04745629025898,0,NASDAQ,Process industries,Industrial specialties
MHD,"Blackrock MuniHoldings Fund, Inc.",,12.18,USD,0.24691358024690832,110146,1.1365639130174572,635085000,USD,23.604651162790695,0.516,USD,-49.86397201710066,4.1954,NYSE,Miscellaneous,Investment trusts/Mutual funds
BH,Biglari Holdings Inc.,,206.41,USD,-1.002398081534774,4408,0.4078800048116516,635018704,USD,12.520624059785508,16.4856,USD,151.21297086431795,0,NYSE,Consumer services,Restaurants
GAMI,"GAMCO Investors, Inc.",,26.09,USD,0.38476337052713133,28555,7.696558044257567,634903544,USD,10.008055544900072,2.6069,USD,2.09524555494635,0.613262,OTC,Finance,Investment managers
SRRTF,SLATE GROCERY REIT,Neutral,10.6095,USD,0.9467174119885899,22572,1.0234738803770693,633984628.20179,USD,21.160954654943307,0.50137152,USD,21.606634714854913,7.94778,OTC,Finance,Real estate investment trusts
TGB,"Taseko Mines, Ltd.",Strong buy,2.08,USD,-0.47846889952152094,1507918,0.19618572866886547,633264105.5670103,USD,10.887520010070958,0.191044425,USD,481.91920757988254,0,AMEX,Non-energy minerals,Other metals/Minerals
SPTN,SpartanNash Company,Neutral,18.76,USD,0.9687836383207927,182187,0.639162700265682,633242039,USD,14.121189311253294,1.3285,USD,47.16960230419853,4.6242,NASDAQ,Distribution services,Food distributors
CCD,Calamos Dynamic Convertible & Income Fund,,24.51,USD,-0.08153281695882418,42263,1.007893732710102,632302000,USD,14.170087298375442,1.7297,USD,,9.54712,NASDAQ,Miscellaneous,Investment trusts/Mutual funds
OMER,Omeros Corporation,Buy,10.91,USD,41.138421733505815,4068706,1.8727527874227348,632231878,USD,,-2.301,USD,-817.7167810355583,0,NASDAQ,Health technology,Pharmaceuticals: major
SSII,SS Innovations International Inc,,3.7,USD,23.33333333333334,1462,0.3689683020391682,632198214,USD,,-0.1638,USD,55.549525101763905,0,OTC,Health technology,Medical specialties
PCILF,PACIFIC INDL & LOGISTICS REIT PLC,Strong buy,1.28,USD,-15.789473684210526,50000,6.08198515995621,632046056.2724,USD,24.927709642038092,0.051348479999999995,USD,-85.52196891261835,7.14286,OTC,Finance,Real estate investment trusts
YUXXF,Yuexiu Real Estate Investment Trust,Buy,0.13145,USD,-8.173244848061465,150,0.012689389132807148,631796200.0238,USD,,-0.003405598,USD,-23.186813186813175,7.48454,OTC,Finance,Real estate investment trusts
RUPRF,Rupert Resources Ltd.,Strong buy,2.92,USD,-1.3513513513513526,9710,1.4194868796140634,631353302.1960784,USD,,-0.02362833,USD,53.912254277217784,0,OTC,Non-energy minerals,Precious metals
MPB,Mid Penn Bancorp,Strong buy,32.43,USD,2.464454976303321,120792,1.9757561284391965,630072359,USD,11.153528683450268,2.9076,USD,14.095118505729085,2.46685,NASDAQ,Finance,Regional banks
DCHIY,Digital China Holdings Ltd.,,1.7137,USD,11.041275189528939,604,3.2179009057005863,629519471.0434,USD,,-0.8643,USD,-469.5168875587857,1.86925,OTC,Distribution services,Electronics distributors
SLP,"Simulations Plus, Inc.",Strong buy,31.32,USD,4.260985352862853,324558,1.7558776223227652,628504211.0000001,USD,63.94446712944059,0.4898,USD,0.6162695152013152,0.766284,NASDAQ,Technology services,Packaged software
ATEX,Anterix Inc.,Strong buy,33.72,USD,1.4745711706289557,107877,0.8571088061083015,627808117.0000001,USD,,-2.0184,USD,-611.764705882353,0,NASDAQ,Communications,Wireless telecommunications
KMAAF,Komax Holding Ag,Buy,122.35,USD,-36.03283316777331,200,5.2356020942408374,627337371.8066914,USD,98.98965342504685,1.23598776,USD,-89.92536905292005,2.7881,OTC,Producer manufacturing,Industrial machinery
